<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US1.SPY,15,20170720,211500,247.2950000,247.2950000,247.2200000,247.2600000,718167
US1.SPY,15,20170720,213000,247.2650000,247.2700000,247.1400000,247.1850000,552763
US1.SPY,15,20170720,214500,247.1800000,247.1850000,246.9700000,247.1150000,1151386
US1.SPY,15,20170720,220000,247.1100000,247.2500000,247.0900000,247.2200000,891827
US1.SPY,15,20170720,221500,247.2200000,247.3300000,247.2100000,247.3100000,809103
US1.SPY,15,20170720,223000,247.3100000,247.3300000,247.1700000,247.3200000,1154890
US1.SPY,15,20170720,224500,247.3100000,247.3600000,247.1800000,247.2200000,1350773
US1.SPY,15,20170720,230000,247.2150000,247.2200000,246.9700000,247.0800000,4033328
US1.SPY,15,20170720,231500,247.0700000,247.0700000,247.0500000,247.0500000,9198
US1.SPY,15,20170721,164500,246.4400000,246.6500000,246.3600000,246.6300000,4803244
US1.SPY,15,20170721,170000,246.6322000,246.6400000,246.2300000,246.3300000,3047998
US1.SPY,15,20170721,171500,246.3300000,246.4900000,246.1800000,246.4700000,3550589
US1.SPY,15,20170721,173000,246.4650000,246.5500000,246.3500000,246.4700000,2079196
US1.SPY,15,20170721,174500,246.4700000,246.5200000,246.2069000,246.4350000,1459749
US1.SPY,15,20170721,180000,246.4300000,246.5000000,246.2500000,246.2600000,1136777
US1.SPY,15,20170721,181500,246.2600000,246.4900000,246.2400000,246.4600000,1062150
US1.SPY,15,20170721,183000,246.4600000,246.5300000,246.4000000,246.4761000,1062183
US1.SPY,15,20170721,184500,246.4700000,246.6400000,246.4450000,246.6200000,921435
US1.SPY,15,20170721,190000,246.6200000,246.7100000,246.5100000,246.7100000,1015678
US1.SPY,15,20170721,191500,246.7100000,246.7700000,246.6500000,246.6750000,746038
US1.SPY,15,20170721,193000,246.6800000,246.7000000,246.5800000,246.6200000,1632009
US1.SPY,15,20170721,194500,246.6150000,246.7600000,246.5900000,246.7200000,558034
US1.SPY,15,20170721,200000,246.7200000,246.8000000,246.6900000,246.7700000,540551
US1.SPY,15,20170721,201500,246.7700000,246.8900000,246.7324000,246.8700000,897933
US1.SPY,15,20170721,203000,246.8800000,246.9000000,246.7400000,246.7800000,1354887
US1.SPY,15,20170721,204500,246.7900000,246.7900000,246.6600000,246.7400000,623258
US1.SPY,15,20170721,210000,246.7400000,246.7401000,246.6500000,246.7250000,736643
US1.SPY,15,20170721,211500,246.7250000,246.7400000,246.6000000,246.6500000,572278
US1.SPY,15,20170721,213000,246.6400000,246.7100000,246.5500000,246.6742000,829072
US1.SPY,15,20170721,214500,246.6800000,246.7700000,246.6700000,246.7200000,645085
US1.SPY,15,20170721,220000,246.7299000,246.7600000,246.6700000,246.6800000,620357
US1.SPY,15,20170721,221500,246.6850000,246.7100000,246.5700000,246.5800000,687980
US1.SPY,15,20170721,223000,246.5750000,246.6200000,246.4950000,246.5600000,786007
US1.SPY,15,20170721,224500,246.5600000,246.6700000,246.5500000,246.6300000,1593692
US1.SPY,15,20170721,230000,246.6300000,246.9100000,246.6300000,246.8800000,5439932
US1.SPY,15,20170721,231500,246.8900000,246.8900000,246.8300000,246.8300000,54130
US1.SPY,15,20170724,164500,246.8000000,246.8500000,246.4500000,246.4900000,1774791
US1.SPY,15,20170724,170000,246.4900000,246.6500000,246.4200000,246.6000000,1310622
US1.SPY,15,20170724,171500,246.6050000,246.6300000,246.5000000,246.5100000,1273715
US1.SPY,15,20170724,173000,246.5100000,246.5900000,246.4300000,246.4556000,1138538
US1.SPY,15,20170724,174500,246.4600000,246.5150000,246.3700000,246.5000000,1146769
US1.SPY,15,20170724,180000,246.5000000,246.5400000,246.4100000,246.4400000,711830
US1.SPY,15,20170724,181500,246.4400000,246.5000000,246.3200000,246.3900000,1239027
US1.SPY,15,20170724,183000,246.3900000,246.4400000,246.2800000,246.4200000,1071168
US1.SPY,15,20170724,184500,246.4190000,246.5500000,246.4000000,246.4900000,748877
US1.SPY,15,20170724,190000,246.5000000,246.5900000,246.4700000,246.5670000,581752
US1.SPY,15,20170724,191500,246.5700000,246.6200000,246.5600000,246.6100000,523125
US1.SPY,15,20170724,193000,246.6000000,246.7100000,246.5800000,246.6699000,598026
US1.SPY,15,20170724,194500,246.6650000,246.6800000,246.6100000,246.6515000,402628
US1.SPY,15,20170724,200000,246.6550000,246.6750000,246.5900000,246.6700000,623137
US1.SPY,15,20170724,201500,246.6600000,246.7100000,246.6300000,246.6350000,591077
US1.SPY,15,20170724,203000,246.6300000,246.6800000,246.5900000,246.6600000,488648
US1.SPY,15,20170724,204500,246.6600000,246.6800000,246.6000000,246.6750000,559823
US1.SPY,15,20170724,210000,246.6750000,246.6800000,246.6000000,246.6250000,669009
US1.SPY,15,20170724,211500,246.6300000,246.7900000,246.6200000,246.7600000,626659
US1.SPY,15,20170724,213000,246.7650000,246.8100000,246.7500000,246.7600000,683537
US1.SPY,15,20170724,214500,246.7500000,246.8200000,246.7300000,246.7900000,522937
US1.SPY,15,20170724,220000,246.7860000,246.8400000,246.7525000,246.7900000,823375
US1.SPY,15,20170724,221500,246.7942000,246.8400000,246.7400000,246.7865000,820897
US1.SPY,15,20170724,223000,246.7820000,246.9550000,246.7800000,246.9400000,1327812
US1.SPY,15,20170724,224500,246.9400000,246.9800000,246.8800000,246.9500000,2667751
US1.SPY,15,20170724,230000,246.9550000,246.9600000,246.6900000,246.8200000,4905801
US1.SPY,15,20170724,231500,246.8300000,246.8300000,246.8000000,246.8100000,79447
US1.SPY,15,20170725,164500,247.6800000,247.7262000,247.2900000,247.4190000,3568566
US1.SPY,15,20170725,170000,247.4178000,247.5200000,247.3700000,247.4600000,1929091
US1.SPY,15,20170725,171500,247.4700000,247.4950000,247.1600000,247.2500000,2039652
US1.SPY,15,20170725,173000,247.2550000,247.5800000,247.2400000,247.4950000,1815282
US1.SPY,15,20170725,174500,247.5000000,247.5300000,247.4300000,247.5200000,1038412
US1.SPY,15,20170725,180000,247.5250000,247.5500000,247.3699000,247.4200000,1481203
US1.SPY,15,20170725,181500,247.4200000,247.5900000,247.4150000,247.5859000,1023363
US1.SPY,15,20170725,183000,247.5900000,247.6550000,247.5400000,247.5950000,755114
US1.SPY,15,20170725,184500,247.6000000,247.6900000,247.5200000,247.6700000,1132175
US1.SPY,15,20170725,190000,247.6800000,247.7800000,247.6450000,247.7000000,1000171
US1.SPY,15,20170725,191500,247.7100000,247.8000000,247.6200000,247.6200000,938500
US1.SPY,15,20170725,193000,247.6200000,247.6700000,247.5800000,247.6600000,793980
US1.SPY,15,20170725,194500,247.6550000,247.6900000,247.6300000,247.6700000,631541
US1.SPY,15,20170725,200000,247.6700000,247.7000000,247.6000000,247.6550000,755912
US1.SPY,15,20170725,201500,247.6500000,247.7000000,247.6200000,247.6700000,805719
US1.SPY,15,20170725,203000,247.6800000,247.6900000,247.6100000,247.6700000,454238
US1.SPY,15,20170725,204500,247.6700000,247.7500000,247.6350000,247.6800000,738120
US1.SPY,15,20170725,210000,247.6750000,247.6900000,247.6200000,247.6500000,825835
US1.SPY,15,20170725,211500,247.6450000,247.6750000,247.6150000,247.6450000,785688
US1.SPY,15,20170725,213000,247.6500000,247.6800000,247.5800000,247.6500000,815129
US1.SPY,15,20170725,214500,247.6500000,247.6700000,247.4901000,247.5750000,1225196
US1.SPY,15,20170725,220000,247.5700000,247.5950000,247.4700000,247.5900000,961797
US1.SPY,15,20170725,221500,247.5800000,247.6400000,247.4800000,247.5000000,912300
US1.SPY,15,20170725,223000,247.5000000,247.5300000,247.3000000,247.4200000,1207601
US1.SPY,15,20170725,224500,247.4200000,247.4700000,247.3600000,247.3700000,1425460
US1.SPY,15,20170725,230000,247.3750000,247.4600000,247.3000000,247.3900000,5489881
US1.SPY,15,20170725,231500,247.3900000,247.4200000,247.3700000,247.3700000,1907653
US1.SPY,15,20170726,164500,247.7500000,247.7900000,247.4700000,247.5600000,2519578
US1.SPY,15,20170726,170000,247.5600000,247.7500000,247.5400000,247.6300000,1654100
US1.SPY,15,20170726,171500,247.6300000,247.7500000,247.5900000,247.7150000,1100534
US1.SPY,15,20170726,173000,247.7100000,247.7900000,247.5100000,247.5805000,1220690
US1.SPY,15,20170726,174500,247.5900000,247.6950000,247.5400000,247.5675000,1257111
US1.SPY,15,20170726,180000,247.5600000,247.5900000,247.4300000,247.4799000,1869517
US1.SPY,15,20170726,181500,247.4700000,247.5900000,247.4600000,247.5750000,843242
US1.SPY,15,20170726,183000,247.5700000,247.5900000,247.5100000,247.5400000,645084
US1.SPY,15,20170726,184500,247.5300000,247.5950000,247.5100000,247.5750000,1031189
US1.SPY,15,20170726,190000,247.5800000,247.5800000,247.4800000,247.5600000,669789
US1.SPY,15,20170726,191500,247.5600000,247.6600000,247.5300000,247.6300000,433105
US1.SPY,15,20170726,193000,247.6300000,247.6500000,247.5600000,247.5750000,433464
US1.SPY,15,20170726,194500,247.5750000,247.5975000,247.4900000,247.5975000,628602
US1.SPY,15,20170726,200000,247.5900000,247.6200000,247.5300000,247.5350000,643570
US1.SPY,15,20170726,201500,247.5300000,247.5300000,247.4150000,247.4650000,893078
US1.SPY,15,20170726,203000,247.4650000,247.5200000,247.3700000,247.3750000,532881
US1.SPY,15,20170726,204500,247.3700000,247.5100000,247.3700000,247.4700000,1239093
US1.SPY,15,20170726,210000,247.4600000,247.5300000,247.3500000,247.3600000,1026479
US1.SPY,15,20170726,211500,247.3750000,247.6600000,247.2800000,247.5450000,2479821
US1.SPY,15,20170726,213000,247.5450000,247.6800000,247.4500000,247.6700000,1075753
US1.SPY,15,20170726,214500,247.6700000,247.6700000,247.5700000,247.6000000,847070
US1.SPY,15,20170726,220000,247.6000000,247.6250000,247.3900000,247.3950000,1143019
US1.SPY,15,20170726,221500,247.3900000,247.5100000,247.3450000,247.4200000,1387532
US1.SPY,15,20170726,223000,247.4125000,247.5000000,247.3850000,247.4400000,846515
US1.SPY,15,20170726,224500,247.4450000,247.4850000,247.3800000,247.4200000,2142620
US1.SPY,15,20170726,230000,247.4100000,247.4500000,247.1300000,247.4500000,5720178
US1.SPY,15,20170726,231500,247.4500000,247.4600000,247.4200000,247.4200000,790751
US1.SPY,15,20170727,164500,247.9600000,248.0000000,247.6000000,247.7700000,2542051
US1.SPY,15,20170727,170000,247.7700000,247.7800000,247.5400000,247.6100000,1276414
US1.SPY,15,20170727,171500,247.6200000,247.7300000,247.5700000,247.7200000,820374
US1.SPY,15,20170727,173000,247.7300000,247.8800000,247.7200000,247.8700000,690307
US1.SPY,15,20170727,174500,247.8800000,247.9400000,247.8200000,247.9200000,1342616
US1.SPY,15,20170727,180000,247.9200000,247.9600000,247.9000000,247.9200000,662152
US1.SPY,15,20170727,181500,247.9300000,247.9300000,247.7700000,247.8300000,846137
US1.SPY,15,20170727,183000,247.8400000,247.8600000,247.7300000,247.7500000,711251
US1.SPY,15,20170727,184500,247.7400000,247.8700000,247.7300000,247.8300000,576877
US1.SPY,15,20170727,190000,247.8200000,247.9400000,247.8200000,247.9200000,562577
US1.SPY,15,20170727,191500,247.9200000,247.9500000,247.9000000,247.9399000,383177
US1.SPY,15,20170727,193000,247.9300000,247.9600000,247.8400000,247.8562000,487819
US1.SPY,15,20170727,194500,247.8550000,247.8900000,247.3700000,247.4700000,2454775
US1.SPY,15,20170727,200000,247.4700000,247.6000000,246.8800000,247.0500000,2598258
US1.SPY,15,20170727,201500,247.0600000,247.1900000,246.8700000,246.9600000,2831026
US1.SPY,15,20170727,203000,246.9700000,246.9800000,246.0300000,246.3500000,6102815
US1.SPY,15,20170727,204500,246.3400000,246.3500000,245.6800000,246.2700000,5973386
US1.SPY,15,20170727,210000,246.2750000,246.5100000,246.1200000,246.2400000,4011745
US1.SPY,15,20170727,211500,246.2400000,246.7200000,246.1600000,246.5700000,2821861
US1.SPY,15,20170727,213000,246.5600000,246.7000000,246.3200000,246.5400000,2158723
US1.SPY,15,20170727,214500,246.5373000,246.6000000,246.0700000,246.0850000,1901819
US1.SPY,15,20170727,220000,246.0700000,246.4700000,246.0500000,246.4600000,1890588
US1.SPY,15,20170727,221500,246.4700000,246.4700000,246.2000000,246.4300000,1490276
US1.SPY,15,20170727,223000,246.4300000,246.7500000,246.3500000,246.6800000,2044986
US1.SPY,15,20170727,224500,246.6900000,246.9500000,246.6000000,246.8301000,2915534
US1.SPY,15,20170727,230000,246.8400000,247.2400000,246.8200000,247.2200000,4918334
US1.SPY,15,20170727,231500,247.2200000,247.2400000,247.2000000,247.2292000,751348
US1.SPY,15,20170728,164500,246.6500000,246.8700000,246.4600000,246.8600000,3505496
US1.SPY,15,20170728,170000,246.8500000,246.8600000,246.4300000,246.4890000,2615168
US1.SPY,15,20170728,171500,246.4900000,246.6200000,246.3000000,246.5600000,2827153
US1.SPY,15,20170728,173000,246.5700000,246.5904000,246.2900000,246.3500000,1708950
US1.SPY,15,20170728,174500,246.3600000,246.4700000,246.2000000,246.4100000,1937735
US1.SPY,15,20170728,180000,246.4200000,246.4250000,246.2300000,246.3500000,972569
US1.SPY,15,20170728,181500,246.3550000,246.6000000,246.1300000,246.4800000,2146230
US1.SPY,15,20170728,183000,246.4900000,246.6185000,246.4200000,246.4600000,1008027
US1.SPY,15,20170728,184500,246.4500000,246.6300000,246.4300000,246.5200000,996524
US1.SPY,15,20170728,190000,246.5200000,246.7050000,246.5200000,246.6700000,712209
US1.SPY,15,20170728,191500,246.6700000,246.7800000,246.6500000,246.7050000,812432
US1.SPY,15,20170728,193000,246.7100000,246.7400000,246.6200000,246.6800000,385051
US1.SPY,15,20170728,194500,246.6750000,246.7500000,246.6100000,246.6200000,558750
US1.SPY,15,20170728,200000,246.6200000,246.7100000,246.6050000,246.6600000,543386
US1.SPY,15,20170728,201500,246.6600000,246.6800000,246.5600000,246.6300000,632452
US1.SPY,15,20170728,203000,246.6200000,246.6600000,246.5600000,246.6250000,670144
US1.SPY,15,20170728,204500,246.6200000,246.7500000,246.5950000,246.7400000,715652
US1.SPY,15,20170728,210000,246.7500000,246.7500000,246.6150000,246.6400000,567069
US1.SPY,15,20170728,211500,246.6500000,246.7000000,246.5900000,246.6000000,458854
US1.SPY,15,20170728,213000,246.5900000,246.7600000,246.5900000,246.7100000,1003808
US1.SPY,15,20170728,214500,246.7100000,246.7800000,246.6700000,246.6800000,994783
US1.SPY,15,20170728,220000,246.6800000,246.8700000,246.6750000,246.8225000,891931
US1.SPY,15,20170728,221500,246.8300000,246.8800000,246.7500000,246.8000000,1044164
US1.SPY,15,20170728,223000,246.7900000,246.8100000,246.6800000,246.7600000,1243104
US1.SPY,15,20170728,224500,246.7500000,246.9600000,246.7400000,246.9500000,1671051
US1.SPY,15,20170728,230000,246.9500000,247.0600000,246.8600000,246.9000000,5217204
US1.SPY,15,20170728,231500,246.9000000,246.9100000,246.8900000,246.8900000,1205842
US1.SPY,15,20170731,164500,247.3700000,247.4800000,247.2600000,247.3599000,1965340
US1.SPY,15,20170731,170000,247.3562000,247.3700000,247.0000000,247.0200000,1723768
US1.SPY,15,20170731,171500,247.0200000,247.0700000,246.7500000,246.9300000,2324396
US1.SPY,15,20170731,173000,246.9400000,247.0100000,246.8100000,246.8499000,1430559
US1.SPY,15,20170731,174500,246.8400000,246.8450000,246.5700000,246.6750000,2104634
US1.SPY,15,20170731,180000,246.6800000,246.7800000,246.5300000,246.6800000,1434050
US1.SPY,15,20170731,181500,246.6800000,246.8500000,246.6800000,246.8200000,1095087
US1.SPY,15,20170731,183000,246.8200000,246.8900000,246.7650000,246.8700000,866212
US1.SPY,15,20170731,184500,246.8700000,247.0300000,246.8600000,246.9850000,879283
US1.SPY,15,20170731,190000,246.9900000,247.0200000,246.8800000,246.9908000,590915
US1.SPY,15,20170731,191500,246.9950000,246.9950000,246.8000000,246.8800000,740894
US1.SPY,15,20170731,193000,246.8700000,247.1000000,246.8700000,247.0550000,568364
US1.SPY,15,20170731,194500,247.0600000,247.0700000,247.0200000,247.0600000,423554
US1.SPY,15,20170731,200000,247.0600000,247.1000000,247.0000000,247.0501000,626805
US1.SPY,15,20170731,201500,247.0600000,247.1700000,246.8700000,246.8900000,1122915
US1.SPY,15,20170731,203000,246.9000000,247.0600000,246.8800000,247.0300000,674119
US1.SPY,15,20170731,204500,247.0300000,247.0500000,246.8800000,246.9400000,530674
US1.SPY,15,20170731,210000,246.9356000,247.0500000,246.9100000,247.0500000,342194
US1.SPY,15,20170731,211500,247.0400000,247.0500000,246.9300000,247.0000000,731149
US1.SPY,15,20170731,213000,246.9900000,247.0800000,246.9800000,247.0500000,1076608
US1.SPY,15,20170731,214500,247.0600000,247.0700000,246.8300000,246.9200000,1349008
US1.SPY,15,20170731,220000,246.9100000,246.9353000,246.8300000,246.8665000,722088
US1.SPY,15,20170731,221500,246.8700000,246.9900000,246.8200000,246.9700000,997381
US1.SPY,15,20170731,223000,246.9700000,247.0950000,246.9600000,247.0900000,1818176
US1.SPY,15,20170731,224500,247.0800000,247.2400000,247.0800000,247.2250000,1908450
US1.SPY,15,20170731,230000,247.2250000,247.2300000,246.7100000,246.7500000,7086360
US1.SPY,15,20170731,231500,246.7500000,246.8203000,246.7300000,246.7900000,354761
US1.SPY,15,20170801,164500,247.4600000,247.5000000,247.0500000,247.2300000,3438892
US1.SPY,15,20170801,170000,247.2200000,247.2300000,246.9200000,247.0000000,1836508
US1.SPY,15,20170801,171500,247.0050000,247.3000000,246.9800000,247.2800000,1887270
US1.SPY,15,20170801,173000,247.2750000,247.2900000,246.8600000,246.9600000,2306703
US1.SPY,15,20170801,174500,246.9500000,247.1300000,246.9500000,247.0700000,1340035
US1.SPY,15,20170801,180000,247.0650000,247.3200000,247.0200000,247.2450000,1955348
US1.SPY,15,20170801,181500,247.2400000,247.3200000,246.9300000,246.9500000,1820974
US1.SPY,15,20170801,183000,246.9500000,246.9700000,246.8000000,246.8980000,1428158
US1.SPY,15,20170801,184500,246.8900000,247.1230000,246.8900000,247.0900000,852944
US1.SPY,15,20170801,190000,247.0900000,247.2800000,247.0770000,247.2650000,675975
US1.SPY,15,20170801,191500,247.2600000,247.3200000,247.2400000,247.3053000,1154381
US1.SPY,15,20170801,193000,247.3050000,247.3900000,247.2500000,247.2700000,924203
US1.SPY,15,20170801,194500,247.2700000,247.3100000,247.2300000,247.2400000,539105
US1.SPY,15,20170801,200000,247.2300000,247.2800000,247.2100000,247.2700000,470127
US1.SPY,15,20170801,201500,247.2600000,247.3200000,247.2600000,247.3100000,557145
US1.SPY,15,20170801,203000,247.3050000,247.3800000,247.2979000,247.3200000,565446
US1.SPY,15,20170801,204500,247.3200000,247.3300000,247.2300000,247.3300000,637021
US1.SPY,15,20170801,210000,247.3300000,247.3500000,247.2900000,247.3300000,489069
US1.SPY,15,20170801,211500,247.3400000,247.3700000,246.7160000,247.3100000,941486
US1.SPY,15,20170801,213000,247.3100000,247.3600000,247.2900000,247.3200000,321351
US1.SPY,15,20170801,214500,247.3300000,247.3600000,247.2900000,247.3350000,822323
US1.SPY,15,20170801,220000,247.3350000,247.3500000,247.2200000,247.3350000,729520
US1.SPY,15,20170801,221500,247.3314000,247.3650000,247.1500000,247.2875000,968495
US1.SPY,15,20170801,223000,247.2850000,247.3100000,247.2000000,247.2700000,653051
US1.SPY,15,20170801,224500,247.2700000,247.2900000,247.1500000,247.2800000,977448
US1.SPY,15,20170801,230000,247.2700000,247.3600000,247.1500000,247.3100000,4284348
US1.SPY,15,20170801,231500,247.3100000,247.3400000,247.3000000,247.3000000,1846894
US1.SPY,15,20170802,164500,247.4700000,247.6000000,247.2800000,247.3100000,2515604
US1.SPY,15,20170802,170000,247.3100000,247.3125000,247.1276000,247.1800000,1846041
US1.SPY,15,20170802,171500,247.1800000,247.4800000,247.1800000,247.3700000,1157554
US1.SPY,15,20170802,173000,247.3700000,247.3900000,246.6350000,246.6900000,3237013
US1.SPY,15,20170802,174500,246.6900000,246.8800000,246.4900000,246.5000000,2376281
US1.SPY,15,20170802,180000,246.5100000,246.6800000,246.3700000,246.4800000,2354841
US1.SPY,15,20170802,181500,246.4800000,246.6700000,246.3900000,246.6150000,1756802
US1.SPY,15,20170802,183000,246.6200000,246.8800000,246.6100000,246.8800000,1234992
US1.SPY,15,20170802,184500,246.8850000,246.9450000,246.7400000,246.9200000,1395778
US1.SPY,15,20170802,190000,246.9200000,247.0000000,246.8000000,246.8050000,987347
US1.SPY,15,20170802,191500,246.8200000,246.8500000,246.7200000,246.8100000,768788
US1.SPY,15,20170802,193000,246.8100000,246.8400000,246.6500000,246.6600000,991457
US1.SPY,15,20170802,194500,246.6500000,246.7700000,246.6250000,246.7400000,519831
US1.SPY,15,20170802,200000,246.7400000,246.7800000,246.6400000,246.7250000,639355
US1.SPY,15,20170802,201500,246.7300000,246.8000000,246.6000000,246.7900000,966413
US1.SPY,15,20170802,203000,246.7900000,246.9600000,246.7700000,246.9300000,884427
US1.SPY,15,20170802,204500,246.9300000,247.1500000,246.8700000,247.1450000,1047579
US1.SPY,15,20170802,210000,247.1450000,247.2100000,247.1000000,247.1700000,1138154
US1.SPY,15,20170802,211500,247.1800000,247.2000000,247.0900000,247.1450000,631821
US1.SPY,15,20170802,213000,247.1450000,247.2400000,247.1100000,247.1500000,629407
US1.SPY,15,20170802,214500,247.1500000,247.4200000,247.1400000,247.3400000,1191218
US1.SPY,15,20170802,220000,247.3400000,247.3700000,247.2650000,247.3400000,743407
US1.SPY,15,20170802,221500,247.3400000,247.4300000,247.2700000,247.2800000,1004188
US1.SPY,15,20170802,223000,247.2800000,247.2850000,247.1800000,247.2400000,895441
US1.SPY,15,20170802,224500,247.2400000,247.2700000,247.1400000,247.2400000,1577957
US1.SPY,15,20170802,230000,247.2450000,247.5000000,247.2300000,247.4400000,4025596
US1.SPY,15,20170802,231500,247.4300000,247.4400000,247.4100000,247.4200000,908598
US1.SPY,15,20170803,164500,247.3100000,247.3400000,247.1500000,247.2800000,1956613
US1.SPY,15,20170803,170000,247.2800000,247.2800000,246.9100000,246.9900000,1458965
US1.SPY,15,20170803,171500,246.9900000,247.1300000,246.8400000,246.9499000,1844980
US1.SPY,15,20170803,173000,246.9400000,247.2200000,246.9100000,247.2200000,1226608
US1.SPY,15,20170803,174500,247.2200000,247.2900000,247.1100000,247.2000000,1171363
US1.SPY,15,20170803,180000,247.2000000,247.2600000,247.1500000,247.2300000,792652
US1.SPY,15,20170803,181500,247.2300000,247.3100000,247.1900000,247.2300000,729516
US1.SPY,15,20170803,183000,247.2200000,247.2200000,247.0500000,247.0700000,872434
US1.SPY,15,20170803,184500,247.0700000,247.0701000,246.9300000,247.0350000,723749
US1.SPY,15,20170803,190000,247.0400000,247.0500000,246.9400000,246.9500000,497720
US1.SPY,15,20170803,191500,246.9500000,247.0400000,246.9000000,246.9399000,523121
US1.SPY,15,20170803,193000,246.9500000,247.1300000,246.9200000,247.1000000,396721
US1.SPY,15,20170803,194500,247.1000000,247.1200000,247.0200000,247.0400000,506350
US1.SPY,15,20170803,200000,247.0400000,247.0800000,246.9600000,247.0100000,520925
US1.SPY,15,20170803,201500,247.0133000,247.0599000,246.9200000,246.9400000,519803
US1.SPY,15,20170803,203000,246.9450000,246.9900000,246.8600000,246.9300000,808181
US1.SPY,15,20170803,204500,246.9300000,247.0300000,246.7900000,246.9850000,784572
US1.SPY,15,20170803,210000,246.9900000,247.1700000,246.9600000,247.1000000,1073153
US1.SPY,15,20170803,211500,247.1000000,247.1400000,247.0600000,247.0750000,505097
US1.SPY,15,20170803,213000,247.0600000,247.1700000,247.0500000,247.1500000,653540
US1.SPY,15,20170803,214500,247.1500000,247.1800000,247.0500000,247.0800000,452365
US1.SPY,15,20170803,220000,247.0700000,247.1300000,246.9700000,247.0050000,866701
US1.SPY,15,20170803,221500,247.0050000,247.1700000,246.9900000,247.1650000,602371
US1.SPY,15,20170803,223000,247.1650000,247.2300000,247.1600000,247.2000000,927787
US1.SPY,15,20170803,224500,247.1900000,247.2000000,246.6400000,246.8700000,4345047
US1.SPY,15,20170803,230000,246.8700000,247.0000000,246.8600000,246.9700000,3588046
US1.SPY,15,20170803,231500,246.9700000,246.9900000,246.9600000,246.9800000,1496793
US1.SPY,15,20170804,164500,247.5200000,247.7300000,247.4200000,247.6200000,2492560
US1.SPY,15,20170804,170000,247.6200000,247.7900000,247.2400000,247.2700000,1965101
US1.SPY,15,20170804,171500,247.2600000,247.3200000,246.9700000,247.1500000,2407793
US1.SPY,15,20170804,173000,247.1450000,247.5400000,247.1000000,247.5100000,1498132
US1.SPY,15,20170804,174500,247.5000000,247.5700000,247.4300000,247.4601000,1073020
US1.SPY,15,20170804,180000,247.4600000,247.5800000,247.1700000,247.3150000,4978602
US1.SPY,15,20170804,181500,247.3200000,247.3900000,247.1800000,247.3100000,1768559
US1.SPY,15,20170804,183000,247.3100000,247.4800000,247.3000000,247.3700000,1548711
US1.SPY,15,20170804,184500,247.3650000,247.4400000,247.2700000,247.4150000,1557767
US1.SPY,15,20170804,190000,247.4200000,247.4800000,247.3200000,247.4300000,1019693
US1.SPY,15,20170804,191500,247.4200000,247.4500000,247.3100000,247.3400000,624844
US1.SPY,15,20170804,193000,247.3500000,247.3999000,247.2800000,247.3700000,514425
US1.SPY,15,20170804,194500,247.3700000,247.3800000,247.2300000,247.2300000,644870
US1.SPY,15,20170804,200000,247.2400000,247.3700000,247.2100000,247.3200000,446387
US1.SPY,15,20170804,201500,247.3300000,247.3900000,247.2900000,247.3100000,629574
US1.SPY,15,20170804,203000,247.3100000,247.3500000,247.2544000,247.3200000,438348
US1.SPY,15,20170804,204500,247.3200000,247.4000000,247.3100000,247.4000000,659798
US1.SPY,15,20170804,210000,247.3900000,247.4300000,247.3700000,247.4050000,499913
US1.SPY,15,20170804,211500,247.4000000,247.4400000,247.2800000,247.3000000,787578
US1.SPY,15,20170804,213000,247.2999000,247.3350000,247.1600000,247.1700000,606113
US1.SPY,15,20170804,214500,247.1600000,247.2500000,247.1400000,247.2100000,737466
US1.SPY,15,20170804,220000,247.2100000,247.3000000,247.1900000,247.2200000,699881
US1.SPY,15,20170804,221500,247.2200000,247.3400000,247.2200000,247.2850000,807165
US1.SPY,15,20170804,223000,247.2900000,247.3000000,247.2000000,247.2700000,924232
US1.SPY,15,20170804,224500,247.2800000,247.2800000,247.1450000,247.1900000,2530776
US1.SPY,15,20170804,230000,247.1900000,247.4600000,247.1700000,247.4000000,6358265
US1.SPY,15,20170804,231500,247.4000000,247.4100000,247.3900000,247.3900000,1155834
US1.SPY,15,20170807,164500,247.4900000,247.5500000,247.3700000,247.5099000,1378878
US1.SPY,15,20170807,170000,247.5100000,247.6000000,247.5000000,247.5799000,888251
US1.SPY,15,20170807,171500,247.5700000,247.6300000,247.5500000,247.5500000,998140
US1.SPY,15,20170807,173000,247.5500000,247.5600000,247.4900000,247.5015000,973231
US1.SPY,15,20170807,174500,247.5050000,247.5600000,247.4100000,247.4100000,958874
US1.SPY,15,20170807,180000,247.4100000,247.5800000,247.3700000,247.4668000,836889
US1.SPY,15,20170807,181500,247.4600000,247.5150000,247.4300000,247.4800000,649020
US1.SPY,15,20170807,183000,247.4800000,247.5300000,247.4447000,247.5100000,370443
US1.SPY,15,20170807,184500,247.5200000,247.6300000,247.4900000,247.5850000,902495
US1.SPY,15,20170807,190000,247.5900000,247.6600000,247.5900000,247.6100000,539348
US1.SPY,15,20170807,191500,247.6150000,247.6800000,247.6100000,247.6700000,600228
US1.SPY,15,20170807,193000,247.6650000,247.6900000,247.6400000,247.6401000,471615
US1.SPY,15,20170807,194500,247.6500000,247.6800000,247.6200000,247.6800000,501684
US1.SPY,15,20170807,200000,247.6700000,247.7400000,247.6700000,247.7300000,917776
